task_id,file_name,page_count,message,start_time,end_time
55aff2be-5eeb-4721-9432-b21e078dd24b,test.pdf,12,Cropping segments,2024-10-20T23:40:35.317Z,2024-10-20T23:40:46.107Z
5dca832f-6789-4f9c-ab6c-18faba4bd3ac,test.pdf,12,Segmenting,2024-10-20T23:40:33.510Z,2024-10-20T23:40:46.584Z
c8ec0a68-ffc3-4c9e-bb5d-ab8d33aa525a,test.pdf,0,Task queued,2024-10-20T23:36:52.081Z,2024-10-20T23:40:46.953Z
29ef6628-fc5d-4fdb-bb00-13319cc905bf,test.pdf,12,Task queued,2024-10-20T23:36:51.620Z,2024-10-20T23:40:46.967Z
8418a6ad-b7ab-4ac2-8eb7-6fcd241865d5,test.pdf,12,Task queued,2024-10-20T23:36:51.791Z,2024-10-20T23:40:47.498Z
7d7b9fae-a06a-4628-b519-26fa4009083a,test.pdf,12,Converting file to images,2024-10-20T23:40:43.035Z,2024-10-20T23:40:47.603Z
e956435d-9334-4619-9089-c90526118c59,test.pdf,12,Segmentation queued,2024-10-20T23:36:27.948Z,2024-10-20T23:40:47.647Z
5af61515-e4f6-4cbd-ae5b-62f7af721c72,test.pdf,12,Chunking queued,2024-10-20T23:40:43.355Z,2024-10-20T23:40:47.687Z
ae469d8c-689d-45db-b477-077078b0de91,test.pdf,12,Segmenting,2024-10-20T23:40:16.217Z,2024-10-20T23:40:48.151Z
cd3ad103-b89a-4cc1-bee9-779fc0c06942,test.pdf,0,Task queued,2024-10-20T23:36:52.280Z,2024-10-20T23:40:48.355Z
0819d512-6094-4b74-9ba8-c6a27870a5d8,test.pdf,12,Cropping segments,2024-10-20T23:40:36.988Z,2024-10-20T23:40:48.403Z
34851ba0-8ea0-4c13-a6f0-daa29c6169a7,test.pdf,12,Segmentation queued,2024-10-20T23:36:27.945Z,2024-10-20T23:40:48.479Z
13cfc749-97f5-4d30-b6bb-af6285396949,test.pdf,0,Task queued,2024-10-20T23:36:52.320Z,2024-10-20T23:40:48.883Z
20f9ff1c-c4be-4ddd-86ff-bdd63b0f3f53,test.pdf,12,Converting file to images,2024-10-20T23:40:45.643Z,2024-10-20T23:40:48.890Z
c8ec0a68-ffc3-4c9e-bb5d-ab8d33aa525a,test.pdf,12,Converting file to images,2024-10-20T23:40:46.953Z,2024-10-20T23:40:49.054Z
9da63212-5188-4dc6-a255-3338f8b1c9cb,test.pdf,12,Segmentation queued,2024-10-20T23:36:28.066Z,2024-10-20T23:40:49.219Z
cd3ad103-b89a-4cc1-bee9-779fc0c06942,test.pdf,0,Task started,2024-10-20T23:40:48.355Z,2024-10-20T23:40:49.460Z
5dca832f-6789-4f9c-ab6c-18faba4bd3ac,test.pdf,12,Chunking queued,2024-10-20T23:40:46.584Z,2024-10-20T23:40:49.849Z
b7d1fe91-85fa-4c09-956c-a7b2f7ca944d,test.pdf,0,Task queued,2024-10-20T23:36:52.633Z,2024-10-20T23:40:49.985Z
ae469d8c-689d-45db-b477-077078b0de91,test.pdf,12,Chunking queued,2024-10-20T23:40:48.151Z,2024-10-20T23:40:50.345Z
cd3ad103-b89a-4cc1-bee9-779fc0c06942,test.pdf,12,Converting file to images,2024-10-20T23:40:49.460Z,2024-10-20T23:40:50.537Z
1ead2cb8-201e-4022-a6c2-0bfd54f43b3b,test.pdf,0,Task queued,2024-10-20T23:36:52.687Z,2024-10-20T23:40:50.610Z
13cfc749-97f5-4d30-b6bb-af6285396949,test.pdf,12,Converting file to images,2024-10-20T23:40:48.883Z,2024-10-20T23:40:51.073Z
a6f25734-f21a-49fc-81d7-22cd5dd87c47,test.pdf,12,Cropping segments,2024-10-20T23:40:40.476Z,2024-10-20T23:40:52.209Z
b7d1fe91-85fa-4c09-956c-a7b2f7ca944d,test.pdf,12,Converting file to images,2024-10-20T23:40:49.985Z,2024-10-20T23:40:52.245Z
1ead2cb8-201e-4022-a6c2-0bfd54f43b3b,test.pdf,12,Converting file to images,2024-10-20T23:40:50.610Z,2024-10-20T23:40:52.815Z
7402c6c4-446a-4983-9369-3cc52a8cf435,test.pdf,0,Task queued,2024-10-20T23:36:53.054Z,2024-10-20T23:40:52.853Z
3767bedd-a811-44f3-b7fd-e62fe53971c5,test.pdf,0,Task queued,2024-10-20T23:36:52.880Z,2024-10-20T23:40:53.122Z
baa35ee8-629d-4c6d-826b-078a0bd0e3df,test.pdf,12,Segmenting,2024-10-20T23:40:36.882Z,2024-10-20T23:40:53.523Z
7402c6c4-446a-4983-9369-3cc52a8cf435,test.pdf,0,Task started,2024-10-20T23:40:52.853Z,2024-10-20T23:40:53.943Z
5c91b92d-d748-4fd2-8d03-717f736dcd63,test.pdf,12,OCR started,2024-10-20T23:40:23.033Z,2024-10-20T23:40:54.392Z
5c91b92d-d748-4fd2-8d03-717f736dcd63,test.pdf,12,Task succeeded,2024-10-20T23:40:54.392Z,2024-10-20T23:40:54.392Z
d9a24f57-b17d-4326-b7be-33581f1f4cf1,test.pdf,0,Task queued,2024-10-20T23:36:53.411Z,2024-10-20T23:40:54.416Z
